"契約ID","会員番号","ステータス","契約種別","プランID","契約内容","契約申込み日時","解約申込み日時","契約開始日時","契約満了日時","削除フラグ"
"89eac454-a096-4266-a2ee-694362aedd78","e5cecff5-8ec8-433b-98a6-acc00c2ab5d1","3","3","standard","type=""month"" name=""standard"" fee=1380 default=false prologue_kind=""immediate"" adjustment_rule=[{   kind=""discount-price""   range=""1~1+1""   fee=400 },] ","2022-03-31 16:21:44","2022-03-31 17:03:44","2022-03-31 16:21:44","2022-03-31 23:59:59","0"
"cce82202-ef01-4536-9752-8316b9f6e586","0b7d63b3-cd70-491a-a9a1-930b9b7bad6e","3","3","standard","type=""month"" name=""standard"" fee=1380 default=false prologue_kind=""immediate"" adjustment_rule=[{   kind=""discount-price""   range=""1~1+1""   fee=400 },] ","2022-03-31 18:19:02","2022-03-31 18:32:19","2022-03-31 18:19:02","2022-03-31 23:59:59","0"